order_id,region,category,product,quantity,sales_inr,profit_inr,order_value_inr
ORD3010,Delhi,Fever,Dolo 650,1,160,32.00,160
ORD2032,Hyderabad,Calcium,Shelcal,1,95,19.00,95
ORD1096,Ahmedabad,Cardiac,Ecosprin,2,264,52.80,264
ORD1732,kol,Allergy,Cetirizine,6,696,139.20,696
ORD2178,Mumbai,Calcium,Shelcal,6,258,51.60,258
ORD1071,Ahmedabad,Diabetes,Metformin,4,208,41.60,208
ORD2796,Kolkata,Fever,Dolo 650,6,1074,214.80,1074
ORD2360,kol,Fever,Dolo 650,2,308,61.60,308
ORD1162,mum,,Metformin,7,959,191.80,959
ORD1246,blr,Cholesterol,Atorva,3,372,,372
ORD2738,Pune,Acidity,Pan 40,7,931,,931
ORD2349,del,Cardiac,Ecosprin,1,155,31.00,155
ORD1204,blr,Cholesterol,Atorva,1,172,34.40,172
ORD2640,hyd,Diabetes,Metformin,6,1128,225.60,1128
ORD2217,Pune,Antibiotic,Azithral 500,7,168,33.60,168
ORD2990,chennai,Allergy,Cetirizine,2,386,77.20,386
ORD2518,chennai,Calcium,Shelcal,2,238,47.60,238
ORD1335,blr,Acidity,Pan 40,10,1580,316.00,1580
ORD1852,chennai,Acidity,Pan 40,6,1020,204.00,1020
ORD3025,del,Allergy,Cetirizine,3,510,102.00,510
ORD2719,hyd,Diabetes,Metformin,5,390,78.00,390
ORD3099,Ahmedabad,Antibiotic,Azithral 500,8,648,129.60,648
ORD2080,Mumbai,Allergy,Cetirizine,5,805,161.00,805
ORD1711,mum,Acidity,Pan 40,10,1090,218.00,1090
ORD2147,Pune,Allergy,Cetirizine,3,471,94.20,471
ORD1522,bng,Calcium,Shelcal,1,156,31.20,156
ORD1472,chennai,Acidity,Pan 40,3,504,100.80,504
ORD1375,blr,Allergy,Cetirizine,4,532,106.40,532
ORD1145,Delhi,Acidity,Pan 40,6,888,177.60,888
ORD1613,del,Antibiotic,Azithral 500,4,528,105.60,528
ORD1985,Hyderabad,Acidity,Pan 40,10,400,80.00,400
ORD2057,kol,Diabetes,Metformin,1,97,19.40,97
ORD1505,blr,Diabetes,Metformin,3,405,81.00,405
ORD3060,Mumbai,Acidity,Pan 40,7,518,103.60,518
ORD2048,chennai,Fever,Dolo 650,8,880,176.00,880
ORD1573,mum,Cholesterol,Atorva,3,354,70.80,354
ORD2506,hyd,Allergy,Cetirizine,7,1015,203.00,1015
ORD2585,del,Fever,Dolo 650,9,1710,342.00,1710
ORD1615,hyd,Acidity,Pan 40,8,1064,212.80,1064
ORD1060,Delhi,Antibiotic,Azithral 500,1,43,8.60,43
ORD1226,chennai,Acidity,Pan 40,8,912,182.40,912
ORD1172,Pune,Allergy,Cetirizine,9,1593,318.60,1593
ORD2939,chennai,Calcium,Shelcal,6,882,176.40,882
ORD2769,Bengaluru,Cardiac,Ecosprin,4,684,136.80,684
ORD2855,kol,Cholesterol,Atorva,9,675,135.00,675
ORD2260,Mumbai,Calcium,Shelcal,8,784,156.80,784
ORD2896,mum,Antibiotic,Azithral 500,2,68,13.60,68
ORD2525,Jaipur,Fever,Dolo 650,7,189,37.80,189
ORD2056,Ahmedabad,Allergy,Cetirizine,5,735,147.00,735
ORD1878,Pune,Antibiotic,Azithral 500,6,588,117.60,588
ORD1288,Hyderabad,Acidity,Pan 40,5,575,115.00,575
ORD1198,Hyderabad,Antibiotic,Azithral 500,2,222,44.40,222
ORD1274,hyd,Allergy,Cetirizine,6,450,90.00,450
ORD2699,chennai,Diabetes,Metformin,7,287,57.40,287
ORD1693,Madras,Acidity,Pan 40,1,77,15.40,77
ORD3023,hyd,Antibiotic,Azithral 500,10,1700,340.00,1700
ORD2002,Pune,Calcium,Shelcal,2,136,27.20,136
ORD1934,Kolkata,Diabetes,Metformin,1,107,21.40,107
ORD1610,kol,Antibiotic,Azithral 500,8,1040,208.00,1040
ORD1273,mum,Acidity,Pan 40,4,228,45.60,228
ORD2758,Mumbai,Antibiotic,Azithral 500,9,1764,352.80,1764
ORD1151,Delhi,Acidity,Pan 40,8,952,190.40,952
ORD2952,Delhi,Acidity,Pan 40,3,375,75.00,375
ORD2246,Pune,Antibiotic,Azithral 500,2,366,73.20,366
ORD1828,Hyderabad,Allergy,Cetirizine,1,180,36.00,180
ORD2889,Pune,Allergy,Cetirizine,7,1351,270.20,1351
ORD1630,mum,Fever,Dolo 650,2,196,39.20,196
ORD1058,kol,Allergy,Cetirizine,9,999,199.80,999
ORD2919,Ahmedabad,Calcium,Shelcal,7,588,117.60,588
ORD1756,bng,Allergy,Cetirizine,6,1002,200.40,1002
ORD1016,Bengaluru,Diabetes,Metformin,1,85,17.00,85
ORD2429,Hyderabad,Antibiotic,Azithral 500,4,684,136.80,684
ORD1062,hyd,Fever,Dolo 650,2,352,70.40,352
ORD2031,blr,,Metformin,5,670,134.00,670
ORD1680,blr,Antibiotic,Azithral 500,9,1539,307.80,1539
ORD2617,Bengaluru,Diabetes,Metformin,6,576,115.20,576
ORD1509,Delhi,Allergy,Cetirizine,2,118,23.60,118
ORD2900,Hyderabad,Calcium,Shelcal,10,500,100.00,500
ORD1315,blr,Cardiac,Ecosprin,5,185,37.00,185
ORD1425,blr,Diabetes,Metformin,1,188,37.60,188
ORD2177,Delhi,Calcium,Shelcal,4,376,75.20,376
ORD1540,blr,Allergy,Cetirizine,7,1064,212.80,1064
ORD2218,bng,Acidity,Pan 40,9,387,77.40,387
ORD2439,bng,Antibiotic,Azithral 500,1,185,37.00,185
ORD2129,Pune,Fever,Dolo 650,4,772,154.40,772
ORD1773,hyd,Cholesterol,Atorva,2,400,80.00,400
ORD2986,Pune,Fever,Dolo 650,10,1530,306.00,1530
ORD1017,Jaipur,Allergy,Cetirizine,2,330,66.00,330
ORD1966,Hyderabad,Cholesterol,Atorva,10,1480,296.00,1480
ORD2464,Bengaluru,Fever,Dolo 650,9,1008,201.60,1008
ORD2023,Bengaluru,Antibiotic,Azithral 500,1,169,33.80,169
ORD1444,Jaipur,Fever,Dolo 650,7,1344,268.80,1344
ORD1977,Madras,Acidity,Pan 40,8,1424,284.80,1424
ORD1773,hyd,Cholesterol,Atorva,2,400,80.00,400
ORD2050,kol,Diabetes,Metformin,3,327,65.40,327
ORD2891,Mumbai,Cholesterol,Atorva,6,312,62.40,312
ORD3040,mum,Acidity,Pan 40,7,651,130.20,651
ORD2163,Kolkata,Allergy,Cetirizine,5,460,92.00,460
ORD2825,Kolkata,Antibiotic,Azithral 500,5,870,174.00,870
ORD1502,Jaipur,Cardiac,Ecosprin,10,1900,380.00,1900
ORD1769,Hyderabad,Cholesterol,Atorva,2,72,14.40,72
ORD3005,Bengaluru,Cardiac,Ecosprin,10,490,98.00,490
ORD2298,Ahmedabad,,Cetirizine,2,400,80.00,400
ORD1408,Ahmedabad,Allergy,Cetirizine,9,1089,217.80,1089
ORD2196,blr,Acidity,Pan 40,7,574,114.80,574
ORD2476,mum,Calcium,Shelcal,3,93,18.60,93
ORD2703,Ahmedabad,Fever,Dolo 650,6,1158,231.60,1158
ORD1556,Hyderabad,Allergy,Cetirizine,8,680,136.00,680
ORD1945,Kolkata,Diabetes,Metformin,5,650,130.00,650
ORD2328,Mumbai,Fever,Dolo 650,2,224,44.80,224
ORD2695,blr,Allergy,Cetirizine,10,1020,204.00,1020
ORD2757,mum,Cholesterol,Atorva,2,384,76.80,384
ORD1753,Jaipur,Calcium,Shelcal,1,35,,35
ORD1839,Kolkata,Cholesterol,Atorva,6,654,130.80,654
ORD2991,kol,Calcium,Shelcal,9,900,180.00,900
ORD2148,Jaipur,Allergy,Cetirizine,2,256,51.20,256
ORD2339,Pune,Antibiotic,Azithral 500,6,906,181.20,906
ORD2294,Bengaluru,Acidity,Pan 40,8,1272,254.40,1272
ORD2391,del,Allergy,Cetirizine,8,1144,228.80,1144
ORD1479,Hyderabad,Cardiac,Ecosprin,2,400,80.00,400
ORD2292,bng,Cholesterol,Atorva,10,2000,400.00,2000
ORD2444,Kolkata,Fever,Dolo 650,4,260,52.00,260
ORD1930,Pune,Acidity,Pan 40,5,745,149.00,745
ORD2679,bng,Calcium,Shelcal,6,174,34.80,174
ORD1409,Ahmedabad,Fever,Dolo 650,8,528,105.60,528
ORD1654,Bengaluru,Antibiotic,Azithral 500,10,1050,210.00,1050
ORD3061,Pune,Cholesterol,Atorva,10,880,176.00,880
ORD2856,chennai,Antibiotic,Azithral 500,9,1413,282.60,1413
ORD2602,Ahmedabad,Fever,Dolo 650,3,378,75.60,378
ORD2701,blr,Allergy,Cetirizine,9,594,118.80,594
ORD1484,del,Antibiotic,Azithral 500,3,294,58.80,294
ORD1797,Pune,Antibiotic,Azithral 500,8,784,156.80,784
ORD1973,Jaipur,Antibiotic,Azithral 500,8,360,72.00,360
ORD1672,hyd,Fever,Dolo 650,2,160,32.00,160
ORD1247,Mumbai,Antibiotic,Azithral 500,9,1800,360.00,1800
ORD1811,chennai,Allergy,Cetirizine,6,138,27.60,138
ORD2653,bng,Allergy,Cetirizine,1,73,14.60,73
ORD2214,kol,Cardiac,Ecosprin,10,700,140.00,700
ORD2498,hyd,Acidity,Pan 40,4,496,99.20,496
ORD2818,Hyderabad,Calcium,Shelcal,5,350,70.00,350
ORD2410,blr,Antibiotic,Azithral 500,1,71,,71
ORD1968,kol,Fever,Dolo 650,7,553,110.60,553
ORD2440,Ahmedabad,Cardiac,Ecosprin,9,1251,250.20,1251
ORD1295,del,Acidity,Pan 40,9,774,154.80,774
ORD1947,Kolkata,Allergy,Cetirizine,5,670,134.00,670
ORD1694,Hyderabad,Cholesterol,Atorva,8,1216,243.20,1216
ORD2357,blr,Calcium,Shelcal,5,325,65.00,325
ORD1685,Madras,Diabetes,Metformin,10,1250,250.00,1250
ORD2096,blr,Allergy,Cetirizine,7,777,155.40,777
ORD1406,Jaipur,Cardiac,Ecosprin,9,1143,228.60,1143
ORD2697,del,Antibiotic,Azithral 500,10,1460,292.00,1460
ORD2839,Mumbai,Cardiac,Ecosprin,4,672,134.40,672
ORD1909,Delhi,Cholesterol,Atorva,5,625,125.00,625
ORD1084,Kolkata,Antibiotic,Azithral 500,2,304,60.80,304
ORD2643,kol,Cardiac,Ecosprin,5,850,170.00,850
ORD1492,Madras,Allergy,Cetirizine,8,560,112.00,560
ORD1803,Delhi,Allergy,Cetirizine,3,516,103.20,516
ORD2044,Jaipur,Diabetes,Metformin,3,450,90.00,450
ORD3027,kol,Cholesterol,Atorva,5,425,85.00,425
ORD2457,blr,Cardiac,Ecosprin,4,708,141.60,708
ORD1092,chennai,Allergy,Cetirizine,7,1015,203.00,1015
ORD1240,hyd,Acidity,Pan 40,2,312,62.40,312
ORD2483,kol,Calcium,Shelcal,9,1323,264.60,1323
ORD2577,Mumbai,Fever,Dolo 650,5,185,37.00,185
ORD1146,mum,Diabetes,Metformin,1,181,36.20,181
ORD1160,mum,Cholesterol,Atorva,5,805,161.00,805
ORD1091,hyd,Cardiac,Ecosprin,4,152,30.40,152
ORD2816,Mumbai,Cholesterol,Atorva,4,100,20.00,100
ORD1439,Mumbai,Cardiac,Ecosprin,4,384,76.80,384
ORD2576,Delhi,Fever,Dolo 650,10,1470,294.00,1470
ORD2925,blr,Calcium,Shelcal,9,1305,261.00,1305
ORD1780,Bengaluru,Fever,Dolo 650,3,564,112.80,564
ORD1465,Jaipur,Acidity,Pan 40,7,259,51.80,259
ORD1832,Madras,Cholesterol,Atorva,1,70,14.00,70
ORD2041,Delhi,Allergy,Cetirizine,6,672,,672
ORD2922,Kolkata,Antibiotic,Azithral 500,8,984,196.80,984
ORD2788,Madras,Antibiotic,Azithral 500,4,380,76.00,380
ORD2324,chennai,Diabetes,Metformin,3,132,26.40,132
ORD2522,kol,Acidity,Pan 40,10,400,80.00,400
ORD2971,Mumbai,Allergy,Cetirizine,6,384,76.80,384
ORD2263,Jaipur,Cardiac,Ecosprin,7,714,142.80,714
ORD1037,Mumbai,Antibiotic,Azithral 500,4,784,156.80,784
ORD1336,Ahmedabad,Cholesterol,Atorva,7,1099,219.80,1099
ORD2714,hyd,Acidity,Pan 40,8,184,36.80,184
ORD1907,del,Fever,Dolo 650,7,721,144.20,721
ORD2721,Pune,Diabetes,Metformin,1,128,25.60,128
ORD2803,Jaipur,Fever,Dolo 650,1,127,25.40,127
ORD1392,hyd,Antibiotic,Azithral 500,7,560,112.00,560
ORD1043,Bengaluru,Acidity,Pan 40,7,728,145.60,728
ORD2580,blr,Allergy,Cetirizine,10,330,66.00,330
ORD3001,Hyderabad,Cardiac,Ecosprin,7,336,67.20,336
ORD1538,Ahmedabad,Cholesterol,Atorva,7,364,72.80,364
ORD1851,Jaipur,Acidity,Pan 40,4,144,28.80,144
ORD2160,Jaipur,Cholesterol,Atorva,10,1370,274.00,1370
ORD1313,Hyderabad,Calcium,Shelcal,4,432,86.40,432
ORD2205,chennai,Diabetes,Metformin,6,186,37.20,186
ORD1473,kol,Antibiotic,Azithral 500,5,125,25.00,125
ORD2157,Ahmedabad,Acidity,Pan 40,5,665,133.00,665
ORD2974,del,Diabetes,Metformin,5,980,196.00,980
ORD3053,bng,Antibiotic,Azithral 500,3,246,49.20,246
ORD1025,blr,Cholesterol,Atorva,10,1120,224.00,1120
ORD2771,Kolkata,Acidity,Pan 40,2,226,45.20,226
ORD2746,mum,Antibiotic,Azithral 500,6,312,62.40,312
ORD2877,Mumbai,Calcium,Shelcal,9,1485,297.00,1485
ORD2193,Ahmedabad,Diabetes,Metformin,4,668,133.60,668
ORD1082,Ahmedabad,Allergy,Cetirizine,1,158,31.60,158
ORD1039,blr,Calcium,Shelcal,8,1584,316.80,1584
ORD2135,Kolkata,,Shelcal,1,100,20.00,100
ORD2948,Jaipur,Fever,Dolo 650,2,60,12.00,60
ORD1332,Kolkata,Acidity,Pan 40,1,35,7.00,35
ORD2027,Bengaluru,Allergy,Cetirizine,8,184,36.80,184
ORD1897,bng,,Shelcal,8,824,164.80,824
ORD2716,Ahmedabad,Cholesterol,Atorva,1,68,13.60,68
ORD2963,Mumbai,Antibiotic,Azithral 500,7,147,29.40,147
ORD1027,Mumbai,Acidity,Pan 40,9,1305,261.00,1305
ORD1579,Kolkata,Acidity,Pan 40,3,132,,132
ORD2286,Kolkata,Fever,Dolo 650,4,160,32.00,160
ORD2605,chennai,Allergy,Cetirizine,2,210,42.00,210
ORD1742,Kolkata,Fever,Dolo 650,5,835,167.00,835
ORD2595,mum,Antibiotic,Azithral 500,7,1239,247.80,1239
ORD1302,Mumbai,Diabetes,Metformin,5,235,47.00,235
ORD1061,chennai,Acidity,Pan 40,3,504,100.80,504
ORD2015,chennai,Cardiac,Ecosprin,1,122,24.40,122
ORD2848,Hyderabad,Acidity,Pan 40,10,330,66.00,330
ORD1653,del,Fever,Dolo 650,3,354,70.80,354
ORD1532,del,Antibiotic,Azithral 500,10,1700,340.00,1700
ORD2215,del,Diabetes,Metformin,5,560,112.00,560
ORD2236,kol,Allergy,Cetirizine,4,568,113.60,568
ORD1429,Ahmedabad,Diabetes,Metformin,6,534,106.80,534
ORD1149,kol,Allergy,Cetirizine,4,396,79.20,396
ORD2792,Jaipur,Diabetes,Metformin,3,177,35.40,177
ORD2428,chennai,Diabetes,Metformin,3,69,13.80,69
ORD2865,Delhi,Calcium,Shelcal,10,670,134.00,670
ORD1616,Hyderabad,Acidity,Pan 40,10,610,122.00,610
ORD2596,mum,Allergy,Cetirizine,8,1488,297.60,1488
ORD1951,Mumbai,Cardiac,Ecosprin,1,71,14.20,71
ORD1310,mum,Cardiac,Ecosprin,9,1467,293.40,1467
ORD2536,mum,Acidity,Pan 40,7,714,142.80,714
ORD2108,Madras,Cholesterol,Atorva,9,612,122.40,612
ORD2826,Delhi,Calcium,Shelcal,4,220,44.00,220
ORD2941,kol,Diabetes,Metformin,10,920,184.00,920
ORD1792,Pune,Antibiotic,Azithral 500,7,483,,483
ORD1824,Hyderabad,Cardiac,Ecosprin,9,261,52.20,261
ORD1676,Hyderabad,Cholesterol,Atorva,3,498,99.60,498
ORD2637,hyd,Diabetes,Metformin,8,856,171.20,856
ORD1232,kol,Diabetes,Metformin,3,105,21.00,105
ORD1514,del,Calcium,Shelcal,4,200,40.00,200
ORD1513,bng,Cardiac,Ecosprin,5,315,63.00,315
ORD3075,Hyderabad,Antibiotic,Azithral 500,5,760,152.00,760
ORD1670,hyd,Acidity,Pan 40,5,225,45.00,225
ORD2213,Pune,Allergy,Cetirizine,7,1204,240.80,1204
ORD2419,Kolkata,Acidity,Pan 40,2,214,42.80,214
ORD1141,del,Acidity,Pan 40,5,520,104.00,520
ORD1394,mum,Cholesterol,Atorva,1,140,28.00,140
ORD1748,blr,Antibiotic,Azithral 500,7,217,43.40,217
ORD1242,Bengaluru,Cardiac,Ecosprin,5,835,167.00,835
ORD2755,chennai,Fever,Dolo 650,10,1560,312.00,1560
ORD3037,Mumbai,Acidity,Pan 40,8,1168,,1168
ORD1257,Hyderabad,Diabetes,Metformin,10,1960,392.00,1960
ORD2427,Pune,Cardiac,Ecosprin,8,896,179.20,896
ORD2907,kol,Calcium,Shelcal,4,416,83.20,416
ORD2380,Bengaluru,Calcium,Shelcal,7,553,110.60,553
ORD1619,Ahmedabad,Cardiac,Ecosprin,10,1080,216.00,1080
ORD1994,del,Cholesterol,Atorva,10,1180,236.00,1180
ORD2499,Ahmedabad,Antibiotic,Azithral 500,1,164,32.80,164
ORD2472,Madras,Allergy,Cetirizine,4,760,152.00,760
ORD3073,Delhi,Cholesterol,Atorva,9,1593,318.60,1593
ORD2572,Delhi,Acidity,Pan 40,5,480,96.00,480
ORD1134,Ahmedabad,Cholesterol,Atorva,2,204,40.80,204
ORD1048,kol,Fever,Dolo 650,3,378,75.60,378
ORD1571,Jaipur,Fever,Dolo 650,6,162,32.40,162
ORD2511,Kolkata,Antibiotic,Azithral 500,1,174,34.80,174
ORD1829,Bengaluru,Cardiac,Ecosprin,10,550,110.00,550
