order_id,region,category,product,quantity,sales_inr,profit_inr,order_value_inr
ORD3090,Bengaluru,Cholesterol,Atorva,4,680,136.0,680
ORD2692,Hyderabad,Acidity,Pan 40,10,600,120.0,600
ORD2233,Mumbai,Calcium,Shelcal,3,471,94.2,471
ORD2447,Mumbai,Calcium,Shelcal,6,354,70.8,354
ORD1918,Jaipur,Fever,Dolo 650,3,75,15.0,75
ORD1390,Mumbai,Cardiac,Ecosprin,3,573,114.60000000000001,573
ORD2869,Bengaluru,Fever,Dolo 650,9,1125,225.0,1125
ORD2741,Jaipur,Fever,Dolo 650,7,966,193.2,966
ORD2465,Bengaluru,Diabetes,Metformin,9,1080,216.0,1080
ORD2282,Kolkata,Calcium,Shelcal,7,448,89.6,448
ORD1699,Chennai,Cholesterol,Atorva,9,936,187.2,936
ORD2606,Kolkata,Cholesterol,Atorva,1,30,6.0,30
ORD1558,Hyderabad,Acidity,Pan 40,3,336,67.2,336
ORD1042,Bengaluru,Cardiac,Ecosprin,2,204,40.8,204
ORD2344,Bengaluru,Cholesterol,Atorva,4,132,26.4,132
ORD2726,Bengaluru,Cholesterol,Atorva,6,1158,231.6,1158
ORD2588,Kolkata,Antibiotic,Azithral 500,5,855,171.0,855
ORD3080,Delhi,Cholesterol,Atorva,9,1773,354.6,1773
ORD2009,Delhi,Fever,Dolo 650,6,1158,231.6,1158
ORD1714,Delhi,Cardiac,Ecosprin,4,180,36.0,180
ORD1683,Hyderabad,Antibiotic,Azithral 500,10,1520,304.0,1520
ORD1668,Bengaluru,Cardiac,Ecosprin,9,405,81.0,405
ORD2538,Kolkata,Acidity,Pan 40,8,1008,201.6,1008
ORD1114,Pune,Cardiac,Ecosprin,9,1125,225.0,1125
ORD1021,Ahmedabad,Cardiac,Ecosprin,10,1990,398.0,1990
ORD2211,Pune,Antibiotic,Azithral 500,4,208,41.6,208
ORD1759,Kolkata,Calcium,Shelcal,6,342,68.4,342
ORD2563,Delhi,Cholesterol,Atorva,4,668,133.6,668
ORD2092,Delhi,Cholesterol,Atorva,2,260,52.0,260
ORD2067,Delhi,Fever,Dolo 650,1,133,26.6,133
ORD1275,Jaipur,Allergy,Cetirizine,3,525,105.0,525
ORD2179,Chennai,Diabetes,Metformin,9,1026,205.2,1026
ORD1026,Delhi,Allergy,Cetirizine,3,471,94.2,471
ORD3039,Bengaluru,Fever,Dolo 650,8,928,185.6,928
ORD2853,Mumbai,Calcium,Shelcal,7,245,49.0,245
ORD2942,Hyderabad,Acidity,Pan 40,2,240,48.0,240
ORD1056,Chennai,Diabetes,Metformin,10,800,160.0,800
ORD2258,Kolkata,Cholesterol,Atorva,10,1630,326.0,1630
ORD1054,Jaipur,Cardiac,Ecosprin,1,21,4.2,21
ORD2528,Kolkata,Fever,Dolo 650,9,1332,266.4,1332
ORD1831,Bengaluru,Cholesterol,Atorva,5,310,62.0,310
ORD2516,Pune,Cardiac,Ecosprin,8,176,35.2,176
ORD2745,Jaipur,Antibiotic,Azithral 500,2,296,59.2,296
ORD1642,Bengaluru,Fever,Dolo 650,10,610,122.0,610
ORD1167,Delhi,Cardiac,Ecosprin,9,981,196.2,981
ORD1102,Hyderabad,Antibiotic,Azithral 500,3,522,104.4,522
ORD1281,Mumbai,Allergy,Cetirizine,2,206,41.2,206
ORD2190,Pune,Allergy,Cetirizine,8,1200,240.0,1200
ORD1338,Bengaluru,Diabetes,Metformin,6,468,93.6,468
ORD1884,Bengaluru,Calcium,Shelcal,8,608,121.6,608
ORD1252,Delhi,Acidity,Pan 40,6,1122,224.4,1122
ORD1389,Pune,Cholesterol,Atorva,4,124,24.8,124
ORD1507,Chennai,Cholesterol,Atorva,7,1309,261.8,1309
ORD1476,Bengaluru,Allergy,Cetirizine,9,540,108.0,540
ORD1963,Kolkata,Allergy,Cetirizine,6,606,121.2,606
ORD1886,Chennai,Allergy,Cetirizine,10,410,82.0,410
ORD1588,Bengaluru,Calcium,Shelcal,4,536,107.2,536
ORD2759,Kolkata,Cholesterol,Atorva,1,84,16.8,84
ORD1982,Bengaluru,Antibiotic,Azithral 500,9,1485,297.0,1485
ORD1896,Mumbai,Diabetes,Metformin,1,164,32.8,164
ORD2054,Hyderabad,Calcium,Shelcal,5,185,37.0,185
ORD3010,Delhi,Fever,Dolo 650,1,160,32.0,160
ORD2032,Hyderabad,Calcium,Shelcal,1,95,19.0,95
ORD1096,Ahmedabad,Cardiac,Ecosprin,2,264,52.8,264
ORD1732,Kolkata,Allergy,Cetirizine,6,696,139.2,696
ORD2178,Mumbai,Calcium,Shelcal,6,258,51.6,258
ORD1071,Ahmedabad,Diabetes,Metformin,4,208,41.6,208
ORD2360,Kolkata,Fever,Dolo 650,2,308,61.6,308
ORD1162,Mumbai,Diabetes,Metformin,7,959,191.8,959
ORD1246,Bengaluru,Cholesterol,Atorva,3,372,74.39999999999999,372
ORD2738,Pune,Acidity,Pan 40,7,931,186.20000000000002,931
ORD2349,Delhi,Cardiac,Ecosprin,1,155,31.0,155
ORD1204,Bengaluru,Cholesterol,Atorva,1,172,34.4,172
ORD2640,Hyderabad,Diabetes,Metformin,6,1128,225.6,1128
ORD2990,Chennai,Allergy,Cetirizine,2,386,77.2,386
ORD2518,Chennai,Calcium,Shelcal,2,238,47.6,238
ORD1335,Bengaluru,Acidity,Pan 40,10,1580,316.0,1580
ORD1852,Chennai,Acidity,Pan 40,6,1020,204.0,1020
ORD2719,Hyderabad,Diabetes,Metformin,5,390,78.0,390
ORD2080,Mumbai,Allergy,Cetirizine,5,805,161.0,805
ORD1711,Mumbai,Acidity,Pan 40,10,1090,218.0,1090
ORD2147,Pune,Allergy,Cetirizine,3,471,94.2,471
ORD1522,Bengaluru,Calcium,Shelcal,1,156,31.2,156
ORD1472,Chennai,Acidity,Pan 40,3,504,100.8,504
ORD1375,Bengaluru,Allergy,Cetirizine,4,532,106.4,532
ORD1145,Delhi,Acidity,Pan 40,6,888,177.6,888
ORD1613,Delhi,Antibiotic,Azithral 500,4,528,105.6,528
ORD1985,Hyderabad,Acidity,Pan 40,10,400,80.0,400
ORD2057,Kolkata,Diabetes,Metformin,1,97,19.4,97
ORD1505,Bengaluru,Diabetes,Metformin,3,405,81.0,405
ORD3060,Mumbai,Acidity,Pan 40,7,518,103.6,518
ORD2048,Chennai,Fever,Dolo 650,8,880,176.0,880
ORD1573,Mumbai,Cholesterol,Atorva,3,354,70.8,354
ORD2506,Hyderabad,Allergy,Cetirizine,7,1015,203.0,1015
ORD2585,Delhi,Fever,Dolo 650,9,1710,342.0,1710
ORD1615,Hyderabad,Acidity,Pan 40,8,1064,212.8,1064
ORD1060,Delhi,Antibiotic,Azithral 500,1,43,8.6,43
ORD1226,Chennai,Acidity,Pan 40,8,912,182.4,912
ORD1172,Pune,Allergy,Cetirizine,9,1593,318.6,1593
ORD2939,Chennai,Calcium,Shelcal,6,882,176.4,882
ORD2769,Bengaluru,Cardiac,Ecosprin,4,684,136.8,684
ORD2855,Kolkata,Cholesterol,Atorva,9,675,135.0,675
ORD2260,Mumbai,Calcium,Shelcal,8,784,156.8,784
ORD2896,Mumbai,Antibiotic,Azithral 500,2,68,13.6,68
ORD2525,Jaipur,Fever,Dolo 650,7,189,37.8,189
ORD2056,Ahmedabad,Allergy,Cetirizine,5,735,147.0,735
ORD1878,Pune,Antibiotic,Azithral 500,6,588,117.6,588
ORD1288,Hyderabad,Acidity,Pan 40,5,575,115.0,575
ORD1274,Hyderabad,Allergy,Cetirizine,6,450,90.0,450
ORD2699,Chennai,Diabetes,Metformin,7,287,57.4,287
ORD1693,Chennai,Acidity,Pan 40,1,77,15.4,77
ORD3023,Hyderabad,Antibiotic,Azithral 500,10,1700,340.0,1700
ORD2002,Pune,Calcium,Shelcal,2,136,27.2,136
ORD1934,Kolkata,Diabetes,Metformin,1,107,21.4,107
ORD1610,Kolkata,Antibiotic,Azithral 500,8,1040,208.0,1040
ORD1273,Mumbai,Acidity,Pan 40,4,228,45.6,228
ORD2758,Mumbai,Antibiotic,Azithral 500,9,1764,352.8,1764
ORD1151,Delhi,Acidity,Pan 40,8,952,190.4,952
ORD2952,Delhi,Acidity,Pan 40,3,375,75.0,375
ORD2246,Pune,Antibiotic,Azithral 500,2,366,73.2,366
ORD1828,Hyderabad,Allergy,Cetirizine,1,180,36.0,180
ORD2889,Pune,Allergy,Cetirizine,7,1351,270.2,1351
ORD1630,Mumbai,Fever,Dolo 650,2,196,39.2,196
ORD1058,Kolkata,Allergy,Cetirizine,9,999,199.8,999
ORD2919,Ahmedabad,Calcium,Shelcal,7,588,117.6,588
ORD1756,Bengaluru,Allergy,Cetirizine,6,1002,200.4,1002
ORD1016,Bengaluru,Diabetes,Metformin,1,85,17.0,85
ORD2429,Hyderabad,Antibiotic,Azithral 500,4,684,136.8,684
ORD1062,Hyderabad,Fever,Dolo 650,2,352,70.4,352
ORD2031,Bengaluru,Diabetes,Metformin,5,670,134.0,670
ORD1680,Bengaluru,Antibiotic,Azithral 500,9,1539,307.8,1539
ORD2617,Bengaluru,Diabetes,Metformin,6,576,115.2,576
ORD1509,Delhi,Allergy,Cetirizine,2,118,23.6,118
ORD2900,Hyderabad,Calcium,Shelcal,10,500,100.0,500
ORD1315,Bengaluru,Cardiac,Ecosprin,5,185,37.0,185
ORD1425,Bengaluru,Diabetes,Metformin,1,188,37.6,188
ORD2177,Delhi,Calcium,Shelcal,4,376,75.2,376
ORD1540,Bengaluru,Allergy,Cetirizine,7,1064,212.8,1064
ORD2218,Bengaluru,Acidity,Pan 40,9,387,77.4,387
ORD2439,Bengaluru,Antibiotic,Azithral 500,1,185,37.0,185
ORD2129,Pune,Fever,Dolo 650,4,772,154.4,772
ORD2986,Pune,Fever,Dolo 650,10,1530,306.0,1530
ORD1017,Jaipur,Allergy,Cetirizine,2,330,66.0,330
ORD1966,Hyderabad,Cholesterol,Atorva,10,1480,296.0,1480
ORD2464,Bengaluru,Fever,Dolo 650,9,1008,201.6,1008
ORD2023,Bengaluru,Antibiotic,Azithral 500,1,169,33.8,169
ORD1444,Jaipur,Fever,Dolo 650,7,1344,268.8,1344
ORD1977,Chennai,Acidity,Pan 40,8,1424,284.8,1424
ORD1773,Hyderabad,Cholesterol,Atorva,2,400,80.0,400
ORD2050,Kolkata,Diabetes,Metformin,3,327,65.4,327
ORD2891,Mumbai,Cholesterol,Atorva,6,312,62.4,312
ORD3040,Mumbai,Acidity,Pan 40,7,651,130.2,651
ORD2163,Kolkata,Allergy,Cetirizine,5,460,92.0,460
ORD2825,Kolkata,Antibiotic,Azithral 500,5,870,174.0,870
ORD1502,Jaipur,Cardiac,Ecosprin,10,1900,380.0,1900
ORD1769,Hyderabad,Cholesterol,Atorva,2,72,14.4,72
ORD3005,Bengaluru,Cardiac,Ecosprin,10,490,98.0,490
ORD2298,Ahmedabad,Allergy,Cetirizine,2,400,80.0,400
ORD1408,Ahmedabad,Allergy,Cetirizine,9,1089,217.8,1089
ORD2196,Bengaluru,Acidity,Pan 40,7,574,114.8,574
ORD2476,Mumbai,Calcium,Shelcal,3,93,18.6,93
ORD2703,Ahmedabad,Fever,Dolo 650,6,1158,231.6,1158
ORD1556,Hyderabad,Allergy,Cetirizine,8,680,136.0,680
ORD1945,Kolkata,Diabetes,Metformin,5,650,130.0,650
ORD2328,Mumbai,Fever,Dolo 650,2,224,44.8,224
ORD2695,Bengaluru,Allergy,Cetirizine,10,1020,204.0,1020
ORD2757,Mumbai,Cholesterol,Atorva,2,384,76.8,384
ORD1753,Jaipur,Calcium,Shelcal,1,35,7.0,35
ORD1839,Kolkata,Cholesterol,Atorva,6,654,130.8,654
ORD2991,Kolkata,Calcium,Shelcal,9,900,180.0,900
ORD2148,Jaipur,Allergy,Cetirizine,2,256,51.2,256
ORD2339,Pune,Antibiotic,Azithral 500,6,906,181.2,906
ORD2391,Delhi,Allergy,Cetirizine,8,1144,228.8,1144
ORD1479,Hyderabad,Cardiac,Ecosprin,2,400,80.0,400
ORD2292,Bengaluru,Cholesterol,Atorva,10,2000,400.0,2000
ORD2444,Kolkata,Fever,Dolo 650,4,260,52.0,260
ORD1930,Pune,Acidity,Pan 40,5,745,149.0,745
ORD2679,Bengaluru,Calcium,Shelcal,6,174,34.8,174
ORD1409,Ahmedabad,Fever,Dolo 650,8,528,105.6,528
ORD1654,Bengaluru,Antibiotic,Azithral 500,10,1050,210.0,1050
ORD2856,Chennai,Antibiotic,Azithral 500,9,1413,282.6,1413
ORD2602,Ahmedabad,Fever,Dolo 650,3,378,75.6,378
ORD2701,Bengaluru,Allergy,Cetirizine,9,594,118.8,594
ORD1484,Delhi,Antibiotic,Azithral 500,3,294,58.8,294
ORD1797,Pune,Antibiotic,Azithral 500,8,784,156.8,784
ORD1973,Jaipur,Antibiotic,Azithral 500,8,360,72.0,360
ORD1672,Hyderabad,Fever,Dolo 650,2,160,32.0,160
ORD1247,Mumbai,Antibiotic,Azithral 500,9,1800,360.0,1800
ORD1811,Chennai,Allergy,Cetirizine,6,138,27.6,138
ORD2653,Bengaluru,Allergy,Cetirizine,1,73,14.6,73
ORD2214,Kolkata,Cardiac,Ecosprin,10,700,140.0,700
ORD2498,Hyderabad,Acidity,Pan 40,4,496,99.2,496
ORD2818,Hyderabad,Calcium,Shelcal,5,350,70.0,350
ORD2410,Bengaluru,Antibiotic,Azithral 500,1,71,14.2,71
ORD1968,Kolkata,Fever,Dolo 650,7,553,110.6,553
ORD2440,Ahmedabad,Cardiac,Ecosprin,9,1251,250.2,1251
ORD1295,Delhi,Acidity,Pan 40,9,774,154.8,774
ORD1947,Kolkata,Allergy,Cetirizine,5,670,134.0,670
ORD1694,Hyderabad,Cholesterol,Atorva,8,1216,243.2,1216
ORD2357,Bengaluru,Calcium,Shelcal,5,325,65.0,325
ORD1685,Chennai,Diabetes,Metformin,10,1250,250.0,1250
ORD2096,Bengaluru,Allergy,Cetirizine,7,777,155.4,777
ORD1406,Jaipur,Cardiac,Ecosprin,9,1143,228.6,1143
ORD2697,Delhi,Antibiotic,Azithral 500,10,1460,292.0,1460
ORD2839,Mumbai,Cardiac,Ecosprin,4,672,134.4,672
ORD1909,Delhi,Cholesterol,Atorva,5,625,125.0,625
ORD1084,Kolkata,Antibiotic,Azithral 500,2,304,60.8,304
ORD2643,Kolkata,Cardiac,Ecosprin,5,850,170.0,850
ORD1492,Chennai,Allergy,Cetirizine,8,560,112.0,560
ORD1803,Delhi,Allergy,Cetirizine,3,516,103.2,516
ORD2044,Jaipur,Diabetes,Metformin,3,450,90.0,450
ORD3027,Kolkata,Cholesterol,Atorva,5,425,85.0,425
ORD2457,Bengaluru,Cardiac,Ecosprin,4,708,141.6,708
ORD1092,Chennai,Allergy,Cetirizine,7,1015,203.0,1015
ORD1240,Hyderabad,Acidity,Pan 40,2,312,62.4,312
ORD2483,Kolkata,Calcium,Shelcal,9,1323,264.6,1323
ORD2577,Mumbai,Fever,Dolo 650,5,185,37.0,185
ORD1146,Mumbai,Diabetes,Metformin,1,181,36.2,181
ORD1160,Mumbai,Cholesterol,Atorva,5,805,161.0,805
ORD1091,Hyderabad,Cardiac,Ecosprin,4,152,30.4,152
ORD1439,Mumbai,Cardiac,Ecosprin,4,384,76.8,384
ORD2576,Delhi,Fever,Dolo 650,10,1470,294.0,1470
ORD2925,Bengaluru,Calcium,Shelcal,9,1305,261.0,1305
ORD1780,Bengaluru,Fever,Dolo 650,3,564,112.8,564
ORD1465,Jaipur,Acidity,Pan 40,7,259,51.8,259
ORD1832,Chennai,Cholesterol,Atorva,1,70,14.0,70
ORD2041,Delhi,Allergy,Cetirizine,6,672,134.4,672
ORD2922,Kolkata,Antibiotic,Azithral 500,8,984,196.8,984
ORD2788,Chennai,Antibiotic,Azithral 500,4,380,76.0,380
ORD2324,Chennai,Diabetes,Metformin,3,132,26.4,132
ORD2522,Kolkata,Acidity,Pan 40,10,400,80.0,400
ORD2971,Mumbai,Allergy,Cetirizine,6,384,76.8,384
ORD2263,Jaipur,Cardiac,Ecosprin,7,714,142.8,714
ORD1037,Mumbai,Antibiotic,Azithral 500,4,784,156.8,784
ORD1336,Ahmedabad,Cholesterol,Atorva,7,1099,219.8,1099
ORD2714,Hyderabad,Acidity,Pan 40,8,184,36.8,184
ORD1907,Delhi,Fever,Dolo 650,7,721,144.2,721
ORD2721,Pune,Diabetes,Metformin,1,128,25.6,128
ORD2803,Jaipur,Fever,Dolo 650,1,127,25.4,127
ORD1392,Hyderabad,Antibiotic,Azithral 500,7,560,112.0,560
ORD1043,Bengaluru,Acidity,Pan 40,7,728,145.6,728
ORD2580,Bengaluru,Allergy,Cetirizine,10,330,66.0,330
ORD3001,Hyderabad,Cardiac,Ecosprin,7,336,67.2,336
ORD1538,Ahmedabad,Cholesterol,Atorva,7,364,72.8,364
ORD1851,Jaipur,Acidity,Pan 40,4,144,28.8,144
ORD2160,Jaipur,Cholesterol,Atorva,10,1370,274.0,1370
ORD1313,Hyderabad,Calcium,Shelcal,4,432,86.4,432
ORD2205,Chennai,Diabetes,Metformin,6,186,37.2,186
ORD1473,Kolkata,Antibiotic,Azithral 500,5,125,25.0,125
ORD2157,Ahmedabad,Acidity,Pan 40,5,665,133.0,665
ORD2974,Delhi,Diabetes,Metformin,5,980,196.0,980
ORD3053,Bengaluru,Antibiotic,Azithral 500,3,246,49.2,246
ORD1025,Bengaluru,Cholesterol,Atorva,10,1120,224.0,1120
ORD2771,Kolkata,Acidity,Pan 40,2,226,45.2,226
ORD2746,Mumbai,Antibiotic,Azithral 500,6,312,62.4,312
ORD2877,Mumbai,Calcium,Shelcal,9,1485,297.0,1485
ORD1082,Ahmedabad,Allergy,Cetirizine,1,158,31.6,158
ORD1039,Bengaluru,Calcium,Shelcal,8,1584,316.8,1584
ORD2135,Kolkata,Calcium,Shelcal,1,100,20.0,100
ORD1332,Kolkata,Acidity,Pan 40,1,35,7.0,35
ORD2027,Bengaluru,Allergy,Cetirizine,8,184,36.8,184
ORD1897,Bengaluru,Calcium,Shelcal,8,824,164.8,824
ORD2716,Ahmedabad,Cholesterol,Atorva,1,68,13.6,68
ORD2963,Mumbai,Antibiotic,Azithral 500,7,147,29.4,147
ORD1027,Mumbai,Acidity,Pan 40,9,1305,261.0,1305
ORD1579,Kolkata,Acidity,Pan 40,3,132,26.400000000000002,132
ORD2286,Kolkata,Fever,Dolo 650,4,160,32.0,160
ORD2605,Chennai,Allergy,Cetirizine,2,210,42.0,210
ORD1742,Kolkata,Fever,Dolo 650,5,835,167.0,835
ORD2595,Mumbai,Antibiotic,Azithral 500,7,1239,247.8,1239
ORD1302,Mumbai,Diabetes,Metformin,5,235,47.0,235
ORD1061,Chennai,Acidity,Pan 40,3,504,100.8,504
ORD2015,Chennai,Cardiac,Ecosprin,1,122,24.4,122
ORD2848,Hyderabad,Acidity,Pan 40,10,330,66.0,330
ORD1653,Delhi,Fever,Dolo 650,3,354,70.8,354
ORD1532,Delhi,Antibiotic,Azithral 500,10,1700,340.0,1700
ORD2215,Delhi,Diabetes,Metformin,5,560,112.0,560
ORD2236,Kolkata,Allergy,Cetirizine,4,568,113.6,568
ORD1429,Ahmedabad,Diabetes,Metformin,6,534,106.8,534
ORD1149,Kolkata,Allergy,Cetirizine,4,396,79.2,396
ORD2792,Jaipur,Diabetes,Metformin,3,177,35.4,177
ORD2865,Delhi,Calcium,Shelcal,10,670,134.0,670
ORD1616,Hyderabad,Acidity,Pan 40,10,610,122.0,610
ORD2596,Mumbai,Allergy,Cetirizine,8,1488,297.6,1488
ORD1310,Mumbai,Cardiac,Ecosprin,9,1467,293.4,1467
ORD2536,Mumbai,Acidity,Pan 40,7,714,142.8,714
ORD2108,Chennai,Cholesterol,Atorva,9,612,122.4,612
ORD2826,Delhi,Calcium,Shelcal,4,220,44.0,220
ORD2941,Kolkata,Diabetes,Metformin,10,920,184.0,920
ORD1792,Pune,Antibiotic,Azithral 500,7,483,96.6,483
ORD1824,Hyderabad,Cardiac,Ecosprin,9,261,52.2,261
ORD2637,Hyderabad,Diabetes,Metformin,8,856,171.2,856
ORD1232,Kolkata,Diabetes,Metformin,3,105,21.0,105
ORD1514,Delhi,Calcium,Shelcal,4,200,40.0,200
ORD1513,Bengaluru,Cardiac,Ecosprin,5,315,63.0,315
ORD3075,Hyderabad,Antibiotic,Azithral 500,5,760,152.0,760
ORD1670,Hyderabad,Acidity,Pan 40,5,225,45.0,225
ORD2213,Pune,Allergy,Cetirizine,7,1204,240.8,1204
ORD2419,Kolkata,Acidity,Pan 40,2,214,42.8,214
ORD1141,Delhi,Acidity,Pan 40,5,520,104.0,520
ORD1394,Mumbai,Cholesterol,Atorva,1,140,28.0,140
ORD1748,Bengaluru,Antibiotic,Azithral 500,7,217,43.4,217
ORD1242,Bengaluru,Cardiac,Ecosprin,5,835,167.0,835
ORD2755,Chennai,Fever,Dolo 650,10,1560,312.0,1560
ORD3037,Mumbai,Acidity,Pan 40,8,1168,233.60000000000002,1168
ORD1257,Hyderabad,Diabetes,Metformin,10,1960,392.0,1960
ORD2427,Pune,Cardiac,Ecosprin,8,896,179.2,896
ORD2380,Bengaluru,Calcium,Shelcal,7,553,110.6,553
ORD1619,Ahmedabad,Cardiac,Ecosprin,10,1080,216.0,1080
ORD1994,Delhi,Cholesterol,Atorva,10,1180,236.0,1180
ORD2499,Ahmedabad,Antibiotic,Azithral 500,1,164,32.8,164
ORD2472,Chennai,Allergy,Cetirizine,4,760,152.0,760
ORD3073,Delhi,Cholesterol,Atorva,9,1593,318.6,1593
ORD2572,Delhi,Acidity,Pan 40,5,480,96.0,480
ORD1134,Ahmedabad,Cholesterol,Atorva,2,204,40.8,204
ORD1048,Kolkata,Fever,Dolo 650,3,378,75.6,378
ORD1571,Jaipur,Fever,Dolo 650,6,162,32.4,162
ORD2511,Kolkata,Antibiotic,Azithral 500,1,174,34.8,174
ORD1829,Bengaluru,Cardiac,Ecosprin,10,550,110.0,550
ORD1407,Kolkata,Cholesterol,Atorva,7,994,198.8,994
ORD1253,Pune,Cholesterol,Atorva,6,1050,210.0,1050
ORD1895,Bengaluru,Antibiotic,Azithral 500,8,592,118.4,592
